"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"withr","withr","C:/Users/Victor/Documents/R/win-library/4.1","2.4.2",NA,"R (>= 3.2.0)","graphics, grDevices, stats",NA,"covr, DBI, knitr, lattice, methods, rmarkdown, RSQLite,
testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"wk","wk","C:/Users/Victor/Documents/R/win-library/4.1","0.5.0",NA,NA,NA,"cpp11","testthat (>= 3.0.0), vctrs (>= 0.3.0), sf, tibble",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.1"
"workflows","workflows","C:/Users/Victor/Documents/R/win-library/4.1","0.2.4",NA,"R (>= 3.2)","cli (>= 2.0.0), ellipsis (>= 0.2.0), generics (>= 0.1.0),
glue, hardhat (>= 0.1.6), lifecycle (>= 1.0.0), parsnip (>=
0.1.5), rlang (>= 0.4.1), tidyselect (>= 1.1.0), vctrs (>=
0.3.6)",NA,"butcher (>= 0.1.3), covr, knitr, magrittr, modeldata (>=
0.0.2), recipes, rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.2"
"workflowsets","workflowsets","C:/Users/Victor/Documents/R/win-library/4.1","0.1.0",NA,"R (>= 2.10)","cli, dplyr (>= 1.0.0), generics, ggplot2, hardhat (>= 0.1.6),
lifecycle (>= 1.0.0), prettyunits, purrr, rlang, rsample (>=
0.0.9), stats, tibble (>= 3.1.0), tidyr, tune (>= 0.1.3),
vctrs, withr, workflows (>= 0.2.3)",NA,"covr, dials, kknn, knitr, modeldata, parsnip, recipes (>=
0.1.15), rmarkdown, spelling, testthat (>= 3.0.0), yardstick",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.2"
"writexl","writexl","C:/Users/Victor/Documents/R/win-library/4.1","1.4.0",NA,NA,NA,NA,"spelling, readxl, nycflights13, testthat, bit64",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","4.1.1"
"xaringan","xaringan","C:/Users/Victor/Documents/R/win-library/4.1","0.22",NA,NA,"htmltools, knitr (>= 1.30), servr (>= 0.13), xfun (>= 0.18),
rmarkdown (>= 2.8)",NA,"rstudioapi, testit",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.1"
"xfun","xfun","C:/Users/Victor/Documents/R/win-library/4.1","0.28",NA,NA,"stats, tools",NA,"testit, parallel, codetools, rstudioapi, tinytex (>= 0.30),
mime, markdown, knitr, htmltools, remotes, pak, rhub, renv,
curl, jsonlite, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.2"
"xlsx","xlsx","C:/Users/Victor/Documents/R/win-library/4.1","0.6.5",NA,NA,"rJava, xlsxjars, grDevices, utils",NA,"rprojroot, testthat, covr, tibble, knitr, rmarkdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.1"
"xlsxjars","xlsxjars","C:/Users/Victor/Documents/R/win-library/4.1","0.6.1",NA,"rJava",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.1.1"
"xml2","xml2","C:/Users/Victor/Documents/R/win-library/4.1","1.3.2",NA,"R (>= 3.1.0)","methods",NA,"covr, curl, httr, knitr, magrittr, mockery, rmarkdown,
testthat (>= 2.1.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.1"
"xopen","xopen","C:/Users/Victor/Documents/R/win-library/4.1","1.0.0",NA,"R (>= 3.1)","processx",NA,"ps, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.1.0"
"xslt","xslt","C:/Users/Victor/Documents/R/win-library/4.1","1.4.3",NA,"xml2 (>= 1.3.0)","Rcpp","Rcpp, xml2","testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"xtable","xtable","C:/Users/Victor/Documents/R/win-library/4.1","1.8-4",NA,"R (>= 2.10.0)","stats, utils",NA,"knitr, plm, zoo, survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.1"
"xts","xts","C:/Users/Victor/Documents/R/win-library/4.1","0.12.1",NA,"zoo (>= 1.7-12)","methods","zoo","timeSeries, timeDate, tseries, chron, fts, tis, RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.1"
"yaml","yaml","C:/Users/Victor/Documents/R/win-library/4.1","2.2.1",NA,NA,NA,NA,"RUnit",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.1.0"
"yardstick","yardstick","C:/Users/Victor/Documents/R/win-library/4.1","0.0.9",NA,"R (>= 2.10)","dplyr (>= 1.0.0), generics, pROC (>= 1.15.0), rlang (>=
0.4.2), tidyselect, utils, vctrs (>= 0.3.6)",NA,"covr, crayon, ggplot2, knitr, probably (>= 0.0.6), purrr,
rmarkdown, testthat (>= 3.0.0), tidyr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.1.2"
"yesno","yesno","C:/Users/Victor/Documents/R/win-library/4.1","0.1.2",NA,"R (>= 3.3)","utils",NA,"testthat, covr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.1.0"
"yulab.utils","yulab.utils","C:/Users/Victor/Documents/R/win-library/4.1","0.0.2",NA,NA,"utils",NA,"pkgbuild",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.1.1"
"zip","zip","C:/Users/Victor/Documents/R/win-library/4.1","2.1.1",NA,NA,NA,NA,"covr, processx, R6, testthat, withr",NA,"CC0",NA,NA,NA,NA,"yes","4.1.0"
"zoo","zoo","C:/Users/Victor/Documents/R/win-library/4.1","1.8-9",NA,"R (>= 3.1.0), stats","utils, graphics, grDevices, lattice (>= 0.20-27)",NA,"AER, coda, chron, fts, ggplot2 (>= 3.0.0), mondate, scales,
stinepack, strucchange, timeDate, timeSeries, tis, tseries, xts",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"base","base","C:/Program Files/R/R-4.1.0/library","4.1.0","base",NA,NA,NA,"methods",NA,"Part of R 4.1.0",NA,NA,NA,NA,NA,"4.1.0"
"boot","boot","C:/Program Files/R/R-4.1.0/library","1.3-28","recommended","R (>= 3.0.0), graphics, stats",NA,NA,"MASS, survival",NA,"Unlimited",NA,NA,NA,NA,"no","4.1.0"
"class","class","C:/Program Files/R/R-4.1.0/library","7.3-19","recommended","R (>= 3.0.0), stats, utils","MASS",NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"cluster","cluster","C:/Program Files/R/R-4.1.0/library","2.1.2","recommended","R (>= 3.4.0)","graphics, grDevices, stats, utils",NA,"MASS, Matrix",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"codetools","codetools","C:/Program Files/R/R-4.1.0/library","0.2-18","recommended","R (>= 2.1)",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.1.0"
"compiler","compiler","C:/Program Files/R/R-4.1.0/library","4.1.0","base",NA,NA,NA,NA,NA,"Part of R 4.1.0",NA,NA,NA,NA,NA,"4.1.0"
"datasets","datasets","C:/Program Files/R/R-4.1.0/library","4.1.0","base",NA,NA,NA,NA,NA,"Part of R 4.1.0",NA,NA,NA,NA,NA,"4.1.0"
"foreign","foreign","C:/Program Files/R/R-4.1.0/library","0.8-81","recommended","R (>= 4.0.0)","methods, utils, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"graphics","graphics","C:/Program Files/R/R-4.1.0/library","4.1.0","base",NA,"grDevices",NA,NA,NA,"Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
"grDevices","grDevices","C:/Program Files/R/R-4.1.0/library","4.1.0","base",NA,NA,NA,"KernSmooth",NA,"Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
"grid","grid","C:/Program Files/R/R-4.1.0/library","4.1.0","base",NA,"grDevices, utils",NA,"lattice",NA,"Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
"KernSmooth","KernSmooth","C:/Program Files/R/R-4.1.0/library","2.23-20","recommended","R (>= 2.5.0), stats",NA,NA,"MASS, carData",NA,"Unlimited",NA,NA,NA,NA,"yes","4.1.0"
"lattice","lattice","C:/Program Files/R/R-4.1.0/library","0.20-44","recommended","R (>= 3.0.0)","grid, grDevices, graphics, stats, utils",NA,"KernSmooth, MASS, latticeExtra","chron","GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"MASS.1","MASS","C:/Program Files/R/R-4.1.0/library","7.3-54","recommended","R (>= 3.3.0), grDevices, graphics, stats, utils","methods",NA,"lattice, nlme, nnet, survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"Matrix","Matrix","C:/Program Files/R/R-4.1.0/library","1.3-3","recommended","R (>= 3.5.0)","methods, graphics, grid, stats, utils, lattice",NA,"expm, MASS","MatrixModels, graph, SparseM, sfsmisc, igraph, maptools, sp,
spdep","GPL (>= 2) | file LICENCE",NA,NA,NA,NA,"yes","4.1.0"
"methods","methods","C:/Program Files/R/R-4.1.0/library","4.1.0","base",NA,"utils, stats",NA,"codetools",NA,"Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
"mgcv","mgcv","C:/Program Files/R/R-4.1.0/library","1.8-35","recommended","R (>= 3.6.0), nlme (>= 3.1-64)","methods, stats, graphics, Matrix, splines, utils",NA,"parallel, survival, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"nlme","nlme","C:/Program Files/R/R-4.1.0/library","3.1-152","recommended","R (>= 3.4.0)","graphics, stats, utils, lattice",NA,"Hmisc, MASS",NA,"GPL (>= 2) | file LICENCE",NA,NA,NA,NA,"yes","4.1.0"
"nnet","nnet","C:/Program Files/R/R-4.1.0/library","7.3-16","recommended","R (>= 3.0.0), stats, utils",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"parallel","parallel","C:/Program Files/R/R-4.1.0/library","4.1.0","base",NA,"tools, compiler",NA,"methods","snow, nws, Rmpi","Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
"postcards.1","postcards","C:/Program Files/R/R-4.1.0/library","0.2.0",NA,NA,"utils, rmarkdown, rstudioapi",NA,"testthat",NA,"CC0",NA,NA,NA,NA,"no","4.1.0"
"rmarkdown.1","rmarkdown","C:/Program Files/R/R-4.1.0/library","2.8",NA,"R (>= 3.0)","tools, utils, knitr (>= 1.22), yaml (>= 2.1.19), htmltools (>=
0.3.5), evaluate (>= 0.13), jsonlite, tinytex (>= 0.31), xfun
(>= 0.21), methods, stringr (>= 1.2.0)",NA,"shiny (>= 1.6.0), tufte, testthat (>= 3.0.0), digest,
dygraphs, vctrs, tibble, fs, rsconnect, withr (>= 2.4.2), bslib
(>= 0.2.4), sass (>= 0.3.1)",NA,"GPL-3",NA,NA,NA,NA,"no","4.1.0"
"rpart","rpart","C:/Program Files/R/R-4.1.0/library","4.1-15","recommended","R (>= 2.15.0), graphics, stats, grDevices",NA,NA,"survival",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"spatial","spatial","C:/Program Files/R/R-4.1.0/library","7.3-14","recommended","R (>= 3.0.0), graphics, stats, utils",NA,NA,"MASS",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.1.0"
"splines","splines","C:/Program Files/R/R-4.1.0/library","4.1.0","base",NA,"graphics, stats",NA,"Matrix, methods",NA,"Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
"stats","stats","C:/Program Files/R/R-4.1.0/library","4.1.0","base",NA,"utils, grDevices, graphics",NA,"MASS, Matrix, SuppDists, methods, stats4",NA,"Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
"stats4","stats4","C:/Program Files/R/R-4.1.0/library","4.1.0","base",NA,"graphics, methods, stats",NA,NA,NA,"Part of R 4.1.0",NA,NA,NA,NA,NA,"4.1.0"
"survival.1","survival","C:/Program Files/R/R-4.1.0/library","3.2-11","recommended","R (>= 3.5.0)","graphics, Matrix, methods, splines, stats, utils",NA,NA,NA,"LGPL (>= 2)",NA,NA,NA,NA,"yes","4.1.0"
"tcltk","tcltk","C:/Program Files/R/R-4.1.0/library","4.1.0","base",NA,"utils",NA,NA,NA,"Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
"tools","tools","C:/Program Files/R/R-4.1.0/library","4.1.0","base",NA,NA,NA,"codetools, methods, xml2, curl, commonmark",NA,"Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
"translations","translations","C:/Program Files/R/R-4.1.0/library","4.1.0",NA,NA,NA,NA,NA,NA,"Part of R 4.1.0",NA,NA,NA,NA,NA,"4.1.0"
"utils","utils","C:/Program Files/R/R-4.1.0/library","4.1.0","base",NA,NA,NA,"methods, xml2, commonmark",NA,"Part of R 4.1.0",NA,NA,NA,NA,"yes","4.1.0"
